Data de emissăo	Pedido	Razăo social (Nome) - Cliente (Pedido)	Item	Descriçăo do item	Subgrupo (Código) - Item	Descriçăo - Família de itens (Item)	Qtde. solicitada	Qtde. cancelada	Qtde. faturada	Valor unitário	Data de previsăo de faturamento - Pedido	Impostos dos itens dos pedidos - Valor ICMS destinatário	Valor do ICMS - Impostos dos itens dos pedidos	Valor do PIS - Impostos dos itens dos pedidos	Valor de COFINS - Impostos dos itens dos pedidos	Preço de custo - Item	Custo de matéria-prima - Item	Gastos gerais de fabricaçăo	Custo da măo de obra - Item	Estado (Sigla) - Cliente (Pedido)	Representante - Razăo social (Representante)	Cliente - Data de cadastro	Família de clientes
20/02/2026	4576	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	100054.0008	LUMINARIA TOSCANA 3MT CZ R7001 FOSC MICR	107	TOSCANA	1,0000	0,0000	1,0000	5714,2857	24/03/2026	905,25	420,00	71,27	328,27	0,000000	867,0800	0,0000	0,0000	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
20/02/2026	4576	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	100234.0004	LUMINARIA STELLA T 4M DUPLA CINZA R7001	107	STELLA	6,0000	0,0000	6,0000	6909,7047	24/03/2026	6567,76	3047,18	517,06	2381,63	0,000000	2040,4824	0,0000	0,0000	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
20/02/2026	4576	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	100224.0004	LUMINARIA STELLA L 4 MT CZ 7001 FM SIMPLES	107	STELLA	1,0000	0,0000	1,0000	4797,7047	24/03/2026	760,05	352,63	59,84	275,61	0,000000	0,0000	0,0000	0,0000	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
20/02/2026	4577	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	300134.0003	BANCO ONDA D COM USB MONT CT BC HIDROR	301	ONDA	1,0000	0,0000	0,0000	8000,0000	21/05/2026	1207,00	560,00	101,31	466,64	0,000000	1337,9938	0,0000	191,5500	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
20/02/2026	4572	MARENE EMPREENDIMENTOS IMOBILIARIOS SPE LTDA.	100038.0016	BICICLETARIO GUARDIA GR 7016 FM	103	GUARDIA	3,0000	0,0000	3,0000	1167,0296	21/04/2026	268,99	441,14	46,05	212,11	0,000000	372,8200	0,0000	0,0000	SP	VENDEDOR INTERNO - 5	20/02/2026	CONSTRUTORAS/INCORPORADORAS
20/02/2026	4572	MARENE EMPREENDIMENTOS IMOBILIARIOS SPE LTDA.	300096.0006	BANCO VENEZIA 1900 MM CT CZ HIDROR	301	VENEZIA	2,0000	0,0000	2,0000	1382,5152	21/04/2026	202,32	331,80	36,81	169,55	0,000000	201,5304	0,0000	206,8000	SP	VENDEDOR INTERNO - 5	20/02/2026	CONSTRUTORAS/INCORPORADORAS
20/02/2026	4572	MARENE EMPREENDIMENTOS IMOBILIARIOS SPE LTDA.	300105.0007	BANCO VENEZIA B - ASSENTO SIMPLES CT CZ HIDROR MAD REFL CASTA DECK	301	VENEZIA	1,0000	0,0000	1,0000	2412,6696	21/04/2026	176,54	289,52	32,12	147,94	0,000000	393,1477	0,0000	194,3000	SP	VENDEDOR INTERNO - 5	20/02/2026	CONSTRUTORAS/INCORPORADORAS
20/02/2026	4572	MARENE EMPREENDIMENTOS IMOBILIARIOS SPE LTDA.	100018.0013	LIXEIRA BRAVO COLONIAL SIMPLES GR R7016 FOSC MICR GR 7016 FM CASTA DEC	102	BRAVO	2,0000	0,0000	2,0000	1740,8424	21/04/2026	267,49	438,69	45,80	210,94	0,000000	480,1900	0,0000	0,0000	SP	VENDEDOR INTERNO - 5	20/02/2026	CONSTRUTORAS/INCORPORADORAS
20/02/2026	4572	MARENE EMPREENDIMENTOS IMOBILIARIOS SPE LTDA.	300147.0007	MESA AIR C CT CZ GR 7016 FM	308	AIR/PIC NIC	2,0000	0,0000	2,0000	7311,5240	21/04/2026	1069,98	1754,77	194,67	896,67	0,000000	687,1425	0,0000	299,1800	SP	VENDEDOR INTERNO - 5	20/02/2026	CONSTRUTORAS/INCORPORADORAS
20/02/2026	4573	YES ENGENHARIA LTDA	500124.0003	TOTEM SMART ENERGY MAD REFL CASTA DECK	104	ITENS ESPECIAIS	2,0000	0,0000	0,0000	23845,0793	16/04/2026	3489,52	5722,82	634,88	2924,31	0,000000	6741,5600	0,0000	0,0000	SP	METALCO DO BRASIL LTDA	20/02/2026	CONSTRUTORAS/INCORPORADORAS
20/02/2026	4578	MELNICK EVEN PITANGUEIRA EMPREENDIMENTO IMOBILIARIO SPE LTDA.	300110.0001	BANCO STONE G CT BC HIDROR	301	STONE	2,0000	0,0000	2,0000	8030,0972	20/04/2026	0,00	2730,23	219,94	1013,08	0,000000	1734,5810	0,0000	290,3000	RS	VENDEDOR INTERNO - 3	20/02/2026	CONSTRUTORAS/INCORPORADORAS
20/02/2026	4578	MELNICK EVEN PITANGUEIRA EMPREENDIMENTO IMOBILIARIO SPE LTDA.	300125.0004	BANCO STONE M CT BC HIDROR	301	STONE	4,0000	0,0000	0,0000	6844,1393	20/04/2026	0,00	4654,02	374,92	1726,91	0,000000	1294,0785	0,0000	233,7400	RS	VENDEDOR INTERNO - 3	20/02/2026	CONSTRUTORAS/INCORPORADORAS
23/02/2026	4582	IMART COMERCIO DE EQUIPAMENTOS PARA VAREJO E ESCRITORIOS LTDA	500930.0001	BANCO MALY ESP PERSONALIZADO GIARDINO SANTA EMILIA CT CZ HIDROR GR 701	301	MALY	8,0000	0,0000	8,0000	1020,9595	10/04/2026	0,00	571,74	125,33	577,29	0,000000	511,7937	0,0000	127,0750	GO	O2 - ARQUITETURA E REPRESENTACOES LTDA	22/05/2020	REVENDA DE MÓVEIS CORPORATIVO
23/02/2026	4580	BAD COMERCIO DE ALIMENTOS LTDA	400006.0001	CONJ MESA RETA C/BANCOS ESTRU PINTADA E FIBRA CELULOSICA C/FURO P/OMBR	111	ARCOS DOURADOS	2,0000	0,0000	0,0000	2902,7808	24/04/2026	0,00	719,31	83,92	386,56	0,000000	1587,6650	0,0000	0,0000	SP	METALCO DO BRASIL LTDA	03/09/2021	REDES NACIONAIS
23/02/2026	4581	D E H COMERCIO DE PERSIANAS LTDA	300124.0002	BANCO STONE P CT BC HIDROR	301	STONE	2,0000	0,0000	0,0000	1831,5840	24/04/2026	0,00	245,70	53,86	248,09	0,000000	685,0304	0,0000	193,7300	PB	D E H COMERCIO DE PERSIANAS LTDA	04/09/2024	DISTRIBUIDOR AUTORIZADO BLACK
23/02/2026	4581	D E H COMERCIO DE PERSIANAS LTDA	100035.0005	FLOREIRA ASTER 750X625 PT R9006 FOSC MICR	105	ASTER	2,0000	0,0000	0,0000	1192,0280	24/04/2026	0,00	159,91	35,05	161,46	0,000000	405,6887	0,0000	57,1775	PB	D E H COMERCIO DE PERSIANAS LTDA	04/09/2024	DISTRIBUIDOR AUTORIZADO BLACK
23/02/2026	4581	D E H COMERCIO DE PERSIANAS LTDA	500437.0005	BANCO STONE M FIBRA BRANCO R9010 FOSCO	499	STONE	1,0000	0,0000	0,0000	3399,6240	24/04/2026	0,00	228,03	49,99	230,24	0,000000	2794,8593	0,0000	1,2500	PB	D E H COMERCIO DE PERSIANAS LTDA	04/09/2024	DISTRIBUIDOR AUTORIZADO BLACK
23/02/2026	4581	D E H COMERCIO DE PERSIANAS LTDA	200017.0008	BANCO IDEA L D - 3M C/ ENCOSTO DUPLO CZ R7001 FOSC MICR CASTA DECK	201	IDEA	1,0000	0,0000	0,0000	3258,7960	24/04/2026	0,00	218,58	47,92	220,70	0,000000	0,0000	0,0000	0,0000	PB	D E H COMERCIO DE PERSIANAS LTDA	04/09/2024	DISTRIBUIDOR AUTORIZADO BLACK
23/02/2026	4581	D E H COMERCIO DE PERSIANAS LTDA	100010.0018	BICICLETARIO SPYRA 6 CZ R7012 FOSC MICR	103	SPYRA	1,0000	0,0000	0,0000	1003,7800	24/04/2026	0,00	67,33	14,76	67,98	0,000000	601,6766	0,0000	0,0000	PB	D E H COMERCIO DE PERSIANAS LTDA	04/09/2024	DISTRIBUIDOR AUTORIZADO BLACK
23/02/2026	4581	D E H COMERCIO DE PERSIANAS LTDA	100189.0027	LIXEIRA BOX WOOD A - 50L CZ R9007 FOSC MICR MAD REFL CASTA DECK	102	BOX	1,0000	0,0000	0,0000	1148,8360	24/04/2026	0,00	77,06	16,89	77,81	0,000000	753,0000	0,0000	0,0000	PB	D E H COMERCIO DE PERSIANAS LTDA	04/09/2024	DISTRIBUIDOR AUTORIZADO BLACK
24/02/2026	4583	WEST SIDE COMERCIO DE ALIMENTOS LTDA	400006.0001	CONJ MESA RETA C/BANCOS ESTRU PINTADA E FIBRA CELULOSICA C/FURO P/OMBR	111	ARCOS DOURADOS	2,0000	0,0000	0,0000	2902,7808	23/04/2026	0,00	719,31	83,92	386,56	0,000000	1587,6650	0,0000	0,0000	SP	METALCO DO BRASIL LTDA	18/03/2021	REDES NACIONAIS
24/02/2026	4583	WEST SIDE COMERCIO DE ALIMENTOS LTDA	100189.0018	LIXEIRA BOX WOOD 50 L GR R7016 FOSC MICR MAD REFL CASTA DECK	102	BOX	3,0000	0,0000	0,0000	1582,0800	23/04/2026	0,00	598,03	68,45	315,26	0,000000	1133,7500	0,0000	0,0000	SP	METALCO DO BRASIL LTDA	18/03/2021	REDES NACIONAIS
24/02/2026	4586	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	300006.0017	BALIZADOR BOLA CT BC VERNIZ C/ FIX C/EMB	303	BOLA	99,0000	0,0000	99,0000	650,0000	06/03/2026	9708,81	4504,50	814,91	3753,54	0,000000	115,1152	0,0000	49,5000	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
24/02/2026	4586	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	200071.0006	BANCO YOO PARA MESA DE JOGOS GR 7016 FM MAD REFL CASTA DECK	201	YOO	9,0000	0,0000	9,0000	1179,6610	06/03/2026	1653,89	767,34	133,13	613,19	0,000000	253,0583	0,0000	0,0000	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
24/02/2026	4586	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	300041.0003	BALIZADOR CUBO CT BC	303	CUBO	28,0000	0,0000	28,0000	847,0000	06/03/2026	3578,15	1660,12	300,33	1383,35	0,000000	268,8850	0,0000	143,1000	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
24/02/2026	4584	V. FAIR TRADE COMERCIO E EXPORTACAO DE CALCADOS E ACESSORIOS LTDA	500436.0004	BANCO STONE P FIBRA BRANCO R9010	499	ITENS ESPECIAIS	2,0000	0,0000	0,0000	6058,5618	08/04/2026	0,00	1501,31	175,16	806,80	0,000000	2324,4325	0,0000	10,0000	SP	METALCO DO BRASIL LTDA	06/01/2026	OUTRAS INDUSTRIAS
25/02/2026	4587	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	300006.0017	BALIZADOR BOLA CT BC VERNIZ C/ FIX C/EMB	303	BOLA	1,0000	0,0000	1,0000	650,0000	24/03/2026	98,07	45,50	8,23	37,91	0,000000	115,1152	0,0000	49,5000	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
25/02/2026	4587	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	300090.0004	BANCO VOLTA TRIANGULO CT BC VERNIZ	301	VOLTA	9,0000	0,0000	9,0000	38196,3800	24/03/2026	51865,91	24063,72	4353,38	20051,95	0,000000	6369,5646	0,0000	1279,3450	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
25/02/2026	4587	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	300124.0004	BANCO STONE P CT BC VERNIZ	301	STONE	1,0000	0,0000	1,0000	9700,0000	24/03/2026	1463,49	679,00	122,84	565,80	0,000000	689,3810	0,0000	193,7300	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
25/02/2026	4587	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	300049.0046	BANCO DIAMANTE CURVO - LEGNO CT BC VERNIZ PE C GR 7016 FM MAD	301	DIAMANTE	11,0000	0,0000	11,0000	16000,0000	24/03/2026	26554,00	12320,00	2228,82	10266,08	0,000000	2541,0706	0,0000	225,0750	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
25/02/2026	4587	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	100193.0014	BEBEDOURO FLUENTE PET GR R7016 FOSC MICR C/FILTRO	109	FUENTE	1,0000	0,0000	1,0000	8587,3047	24/03/2026	1360,39	631,17	107,10	493,31	0,000000	1326,6000	0,0000	0,0000	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
25/02/2026	4587	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	300019.0006	BICICLETARIO PB 1 CT BC VERNIZ	304	PB1	1,0000	0,0000	1,0000	750,0000	24/03/2026	113,16	52,50	9,50	43,75	0,000000	91,4984	0,0000	73,3100	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
25/02/2026	4587	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	200071.0006	BANCO YOO PARA MESA DE JOGOS GR 7016 FM MAD REFL CASTA DECK	201	YOO	1,0000	0,0000	1,0000	1179,6610	24/03/2026	183,77	85,26	14,79	68,13	0,000000	253,0583	0,0000	0,0000	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
25/02/2026	4587	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	100224.0005	LUMINARIA STELLA L 4 MT GR 7016 FM SIMPLES	107	STELLA	1,0000	0,0000	1,0000	4797,7047	24/03/2026	760,05	352,63	59,84	275,61	0,000000	0,0000	0,0000	0,0000	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
25/02/2026	4587	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	100054.0005	LUMINARIA TOSCANA 3MT GR R7016 FOSC MICR	107	TOSCANA	1,0000	0,0000	1,0000	5714,2857	24/03/2026	905,25	420,00	71,27	328,27	0,000000	887,1885	0,0000	0,0000	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
25/02/2026	4587	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	500781	BALIZADOR	110	BITTA	1,0000	0,0000	1,0000	828,5714	24/03/2026	131,26	60,90	10,33	47,60	0,000000	0,0000	0,0000	0,0000	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
25/02/2026	4587	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	100234.0003	LUMINARIA STELLA T 4M DUPLA GR R7016 FOSC MICR	107	STELLA	2,0000	0,0000	2,0000	6909,7047	24/03/2026	2189,25	1015,73	172,35	793,88	0,000000	2040,4824	0,0000	0,0000	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
26/02/2026	4591	IRMANDADE NOSSA SENHORA DAS MERCEDES DE MONTES CLAROS	300050.0033	BANCO DIAMANTE RETO LEGNO CT CZ HIDROR PE ZERO GR 7016 FM MAD REFL CAS	301	DIAMANTE	1,0000	0,0000	0,0000	4842,4360	13/04/2026	354,32	581,09	64,47	296,93	0,000000	2065,1245	0,0000	216,5500	MG	AV MOBILIARIOS CORPORATIVOS LTDA	26/02/2026	ESCOLAS/UNIVERSIDADES
26/02/2026	4591	IRMANDADE NOSSA SENHORA DAS MERCEDES DE MONTES CLAROS	300035.0017	BANCO GAIVOTA DUPLO CT CZ MAD REFL CASTA DECK	301	GAIVOTA	3,0000	0,0000	0,0000	7277,4114	13/04/2026	1597,48	2619,87	290,65	1338,73	0,000000	2699,5288	0,0000	295,1000	MG	AV MOBILIARIOS CORPORATIVOS LTDA	26/02/2026	ESCOLAS/UNIVERSIDADES
26/02/2026	4591	IRMANDADE NOSSA SENHORA DAS MERCEDES DE MONTES CLAROS	300190.0002	BANCO DIAMANTE B CT CZ HIDROR PE C GR 7016 FM MAD REFL CASTA DECK	301	DIAMANTE	2,0000	0,0000	0,0000	4326,3679	13/04/2026	633,13	1038,33	115,19	530,58	0,000000	1866,1599	0,0000	225,0750	MG	AV MOBILIARIOS CORPORATIVOS LTDA	26/02/2026	ESCOLAS/UNIVERSIDADES
26/02/2026	4591	IRMANDADE NOSSA SENHORA DAS MERCEDES DE MONTES CLAROS	300053.0027	BANCO DIAMANTE MODULAR ASSENTO SIMPLES CT CZ HIDROR PE C GR 7016 FM MA	301	DIAMANTE	4,0000	0,0000	0,0000	4386,6644	13/04/2026	1283,90	2105,60	233,59	1075,94	0,000000	1924,6711	0,0000	216,5500	MG	AV MOBILIARIOS CORPORATIVOS LTDA	26/02/2026	ESCOLAS/UNIVERSIDADES
26/02/2026	4591	IRMANDADE NOSSA SENHORA DAS MERCEDES DE MONTES CLAROS	300146.0003	BANCO NATURAL PUZZLE CT CZ HIDROR	301	PUZZLE	2,0000	0,0000	0,0000	3218,2499	13/04/2026	470,96	772,38	85,69	394,68	0,000000	1078,5988	0,0000	155,3500	MG	AV MOBILIARIOS CORPORATIVOS LTDA	26/02/2026	ESCOLAS/UNIVERSIDADES
26/02/2026	4591	IRMANDADE NOSSA SENHORA DAS MERCEDES DE MONTES CLAROS	300049.0044	BANCO DIAMANTE CURVO LEGNO CT CZ HIDROR PE ZERO GR 7016 FM MAD REFL CA	301	DIAMANTE	2,0000	0,0000	0,0000	4821,0448	13/04/2026	705,52	1157,05	128,36	591,24	0,000000	1974,8463	0,0000	225,0750	MG	AV MOBILIARIOS CORPORATIVOS LTDA	26/02/2026	ESCOLAS/UNIVERSIDADES
26/02/2026	4591	IRMANDADE NOSSA SENHORA DAS MERCEDES DE MONTES CLAROS	300179.0003	BANCO TWIN B CT CZ HIDROR	301	TWIN	3,0000	0,0000	0,0000	6990,8815	13/04/2026	1534,58	2516,72	279,20	1286,02	0,000000	2732,7596	0,0000	235,9500	MG	AV MOBILIARIOS CORPORATIVOS LTDA	26/02/2026	ESCOLAS/UNIVERSIDADES
26/02/2026	4591	IRMANDADE NOSSA SENHORA DAS MERCEDES DE MONTES CLAROS	300055.0021	BANCO DIAMANTE MODULAR ENCOSTO BILATERAL DIREITO CT CZ HIDROR PE C GR	301	DIAMANTE	1,0000	0,0000	0,0000	5620,5848	13/04/2026	411,26	674,47	74,83	344,65	0,000000	3164,3114	0,0000	216,5500	MG	AV MOBILIARIOS CORPORATIVOS LTDA	26/02/2026	ESCOLAS/UNIVERSIDADES
26/02/2026	4591	IRMANDADE NOSSA SENHORA DAS MERCEDES DE MONTES CLAROS	300183.0003	PING PONG TABLE CT CZ HIDROR PR 9005 FM	308	PING PONG	1,0000	0,0000	0,0000	5202,0414	13/04/2026	380,64	624,24	69,25	318,98	0,000000	1819,1530	0,0000	428,8500	MG	AV MOBILIARIOS CORPORATIVOS LTDA	26/02/2026	ESCOLAS/UNIVERSIDADES
26/02/2026	4591	IRMANDADE NOSSA SENHORA DAS MERCEDES DE MONTES CLAROS	100253.0010	BICICLETARIO SPYRA CL B GR R7016 FOSC MICR	103	SPYRA	1,0000	0,0000	0,0000	3112,9819	13/04/2026	239,17	392,24	40,95	188,60	0,000000	653,8906	0,0000	179,9600	MG	AV MOBILIARIOS CORPORATIVOS LTDA	26/02/2026	ESCOLAS/UNIVERSIDADES
26/02/2026	4591	IRMANDADE NOSSA SENHORA DAS MERCEDES DE MONTES CLAROS	300126.0026	LIXEIRA Q GR 7016 FM CT CZ HIDROR	305	Q	20,0000	0,0000	0,0000	2081,6714	13/04/2026	3046,35	4996,01	554,25	2552,92	0,000000	875,0813	0,0000	238,4500	MG	AV MOBILIARIOS CORPORATIVOS LTDA	26/02/2026	ESCOLAS/UNIVERSIDADES
26/02/2026	4591	IRMANDADE NOSSA SENHORA DAS MERCEDES DE MONTES CLAROS	300054.0028	BANCO DIAMANTE MODULAR ASSENTO DUPLO CT CZ HIDROR PE C GR 7016 FM MAD	301	DIAMANTE	1,0000	0,0000	0,0000	5370,4640	13/04/2026	392,96	644,46	71,50	329,31	0,000000	2336,8236	0,0000	216,5500	MG	AV MOBILIARIOS CORPORATIVOS LTDA	26/02/2026	ESCOLAS/UNIVERSIDADES
26/02/2026	4591	IRMANDADE NOSSA SENHORA DAS MERCEDES DE MONTES CLAROS	200097.0002	DIAMANTE WT GR R7016 FOSC MICR MAD REFL CASTA DECK	201	DIAMANTE	2,0000	0,0000	0,0000	6024,6706	13/04/2026	910,31	1492,91	159,16	733,11	0,000000	213,2625	0,0000	0,0000	MG	AV MOBILIARIOS CORPORATIVOS LTDA	26/02/2026	ESCOLAS/UNIVERSIDADES
27/02/2026	4594	R. DIMER EMPREENDIMENTOS IMOBILIARIOS LTDA	300087.0003	BANCO IBIRAPUERA CT CZ VERNIZ	301	IBIRAPUERA	2,0000	0,0000	0,0000	5400,8424	27/04/2026	0,00	1836,29	147,93	681,37	0,000000	1234,3989	0,0000	385,1000	RS	HUBB SERVICOS DE INSTALACOES E MONTAGENS LTDA	03/11/2021	CONSTRUTORAS/INCORPORADORAS
27/02/2026	4595	ARCOS DOURADOS COMERCIO DE ALIMENTOS SA	400006.0001	CONJ MESA RETA C/BANCOS ESTRU PINTADA E FIBRA CELULOSICA C/FURO P/OMBR	111	ARCOS DOURADOS	2,0000	0,0000	0,0000	3023,7300	05/05/2026	0,00	749,28	87,42	402,66	0,000000	1587,6650	0,0000	0,0000	SP	METALCO DO BRASIL LTDA	05/10/2016	REDES NACIONAIS
