Data de emissăo	Pedido	Razăo social (Nome) - Cliente (Pedido)	Item	Descriçăo do item	Subgrupo (Código) - Item	Descriçăo - Família de itens (Item)	Qtde. solicitada	Qtde. cancelada	Qtde. faturada	Valor unitário	Data de previsăo de faturamento - Pedido	Impostos dos itens dos pedidos - Valor ICMS destinatário	Valor do ICMS - Impostos dos itens dos pedidos	Valor do PIS - Impostos dos itens dos pedidos	Valor de COFINS - Impostos dos itens dos pedidos	Preço de custo - Item	Custo de matéria-prima - Item	Gastos gerais de fabricaçăo	Custo da măo de obra - Item	Estado (Sigla) - Cliente (Pedido)	Representante - Razăo social (Representante)	Cliente - Data de cadastro	Família de clientes
02/03/2026	4599	LEGNA REPRESENTACAO COMERCIAL LTDA	100001.0014	FLOREIRA DAHLIA 950X980 PT R9006 FOSC MICR	105	DAHLIA	2,0000	0,0000	0,0000	2526,2652	16/04/2026	0,00	353,68	77,53	357,11	0,000000	2070,6400	0,0000	1,2500	PE	LEGNA REPRESENTACAO COMERCIAL LTDA	11/08/2023	DISTRIBUIDOR AUTORIZADO BLACK
02/03/2026	4597	LEGNA REPRESENTACAO COMERCIAL LTDA	300006.0019	BALIZADOR BOLA CT CZ HIDROR C/ FIX C/EMB	303	BOLA	4,0000	0,0000	4,0000	334,9780	08/04/2026	0,00	93,79	20,56	94,71	0,000000	84,0169	0,0000	49,5000	PE	LEGNA REPRESENTACAO COMERCIAL LTDA	11/08/2023	DISTRIBUIDOR AUTORIZADO BLACK
03/03/2026	4602	VILLAGIO BOURBON CONDOMINIO HORIZONTAL	300130.0012	BANCO ONDA E MAD REFL INCO UV GL CT BC VERNIZ	301	ONDA	3,0000	0,0000	0,0000	4143,8681	16/04/2026	1158,22	1491,79	161,40	743,40	0,000000	1721,7643	0,0000	189,0500	PR	AGAVE MOVEIS E DECORACOES LTDA	02/03/2026	CONDOMÍNIOS/ASSOCIAÇŐES/CLUBES
03/03/2026	4602	VILLAGIO BOURBON CONDOMINIO HORIZONTAL	300126.0013	LIXEIRA Q GR 7016 FM CT BC VERNIZ	305	Q	4,0000	0,0000	0,0000	2475,8819	16/04/2026	922,69	1188,42	128,57	592,22	0,000000	963,1007	0,0000	238,4500	PR	AGAVE MOVEIS E DECORACOES LTDA	02/03/2026	CONDOMÍNIOS/ASSOCIAÇŐES/CLUBES
03/03/2026	4602	VILLAGIO BOURBON CONDOMINIO HORIZONTAL	300129.0001	BANCO ONDA C CT BC VERNIZ	301	ONDA	3,0000	0,0000	0,0000	3071,5319	16/04/2026	858,50	1105,75	119,63	551,03	0,000000	1258,5182	0,0000	185,3000	PR	AGAVE MOVEIS E DECORACOES LTDA	02/03/2026	CONDOMÍNIOS/ASSOCIAÇŐES/CLUBES
03/03/2026	4602	VILLAGIO BOURBON CONDOMINIO HORIZONTAL	300058.0013	BANCO SARAH E - ENCOSTO SIMPLES CT BC VERNIZ MAD REFL INCO UV GL ENC D	301	SARAH	3,0000	0,0000	0,0000	3046,4310	16/04/2026	851,49	1096,71	118,65	546,52	0,000000	1092,8377	0,0000	218,2600	PR	AGAVE MOVEIS E DECORACOES LTDA	02/03/2026	CONDOMÍNIOS/ASSOCIAÇŐES/CLUBES
03/03/2026	4602	VILLAGIO BOURBON CONDOMINIO HORIZONTAL	300058.0012	BANCO SARAH E - ENCOSTO SIMPLES CT BC VERNIZ MAD REFL INCO UV GL ESQ	301	SARAH	3,0000	0,0000	0,0000	3046,4310	16/04/2026	851,49	1096,71	118,65	546,52	0,000000	1090,1377	0,0000	218,2600	PR	AGAVE MOVEIS E DECORACOES LTDA	02/03/2026	CONDOMÍNIOS/ASSOCIAÇŐES/CLUBES
03/03/2026	4602	VILLAGIO BOURBON CONDOMINIO HORIZONTAL	300135.0006	BANCO ONDA D MAD REFL INCO UV GL CT BC VERNIZ	301	ONDA	3,0000	0,0000	0,0000	3354,7687	16/04/2026	937,67	1207,72	130,66	601,84	0,000000	1218,6540	0,0000	191,5500	PR	AGAVE MOVEIS E DECORACOES LTDA	02/03/2026	CONDOMÍNIOS/ASSOCIAÇŐES/CLUBES
04/03/2026	4605	2R COMERCIO DE COMBUSTIVEIS LTDA	100009.0081	LIXEIRA BRAVO SIMPLES PARAF. GR 7016 FM CST 1 LISO GR 7016 FM	102	BRAVO	2,0000	0,0000	2,0000	1271,4960	02/04/2026	0,00	320,42	36,67	168,92	0,000000	616,9500	0,0000	0,0000	SC	VENDEDOR INTERNO - 3	12/02/2026	REVENDA OUTROS
05/03/2026	4606	MELNICK EVEN GALIO EMPREENDIMENTOS IMOBILIARIO LTDA	100189.0033	LIXEIRA BOX WOOD A - 50L GR R7016 FOSC MICR MAD REFL INCOL UV GLASS	102	BOX	20,0000	0,0000	0,0000	3110,2650	22/04/2026	0,00	11103,65	843,18	3883,73	0,000000	48,4784	0,0000	45,4600	RS	VENDEDOR INTERNO - 3	05/03/2026	CONSTRUTORAS/INCORPORADORAS
06/03/2026	4609	LEGNA REPRESENTACAO COMERCIAL LTDA	200069.0001	BANCO BAILO 700MM CORTEIN MAD REFL CASTA DECK	201	BAILO	11,0000	0,0000	0,0000	1896,8575	30/04/2026	0,00	1460,58	320,18	1474,77	0,000000	989,3375	0,0000	0,0000	PE	LEGNA REPRESENTACAO COMERCIAL LTDA	11/08/2023	DISTRIBUIDOR AUTORIZADO BLACK
06/03/2026	4609	LEGNA REPRESENTACAO COMERCIAL LTDA	200065.0022	BANCO BAILO COM ENCOSTO CORTEIN MAD REFL CASTA DECK	201	BAILO	8,0000	0,0000	0,0000	2351,6068	30/04/2026	0,00	1316,90	288,68	1329,69	0,000000	1368,8494	0,0000	0,0000	PE	LEGNA REPRESENTACAO COMERCIAL LTDA	11/08/2023	DISTRIBUIDOR AUTORIZADO BLACK
06/03/2026	4612	COOP DE CRED POUPANCA E INVEST DAS REGIOES CENTRO DO CENTRO DO RS E MG	300010.0024	BANCO SARAH CT CZ VERNIZ	301	SARAH	1,0000	0,0000	1,0000	2400,6986	08/04/2026	0,00	408,12	32,88	151,44	0,000000	408,4009	0,0000	208,2600	RS	VENDEDOR INTERNO - 3	02/03/2026	CONDOMÍNIOS/ASSOCIAÇŐES/CLUBES
06/03/2026	4611	SECRETARIA DE PROJETOS ESTRATEGICOS	ADM-0043	PRESTACAO DE SERVICO DE MONTAGEM	10	SERVICO	1,0000	0,0000	0,0000	780087,9500	30/04/2026	0,00	0,00	12871,45	59286,68	0,000000	0,0000	0,0000	0,0000	PE	LEGNA REPRESENTACAO COMERCIAL LTDA	06/03/2026	
09/03/2026	4615	IMART COMERCIO DE EQUIPAMENTOS PARA VAREJO E ESCRITORIOS LTDA	100273.0007	SOMBREAMENTO PETALS VD R6005 FOSC MICR	115	PETALS	1,0000	0,0000	0,0000	22934,9780	27/04/2026	0,00	1605,45	351,94	1621,04	0,000000	540,0000	0,0000	0,0000	GO	O2 - ARQUITETURA E REPRESENTACOES LTDA	22/05/2020	REVENDA DE MÓVEIS CORPORATIVO
09/03/2026	4615	IMART COMERCIO DE EQUIPAMENTOS PARA VAREJO E ESCRITORIOS LTDA	100025.0009	BICICLETARIO CICLOS ACO CORTEIN	103	CICLOS	2,0000	0,0000	0,0000	1027,8180	27/04/2026	0,00	143,89	31,54	145,29	0,000000	546,8960	0,0000	0,0000	GO	O2 - ARQUITETURA E REPRESENTACOES LTDA	22/05/2020	REVENDA DE MÓVEIS CORPORATIVO
09/03/2026	4615	IMART COMERCIO DE EQUIPAMENTOS PARA VAREJO E ESCRITORIOS LTDA	100034.0060	LIXEIRA SPENCER CZ R7012 FOSC MICR CINZA R7012	102	SPENCER	10,0000	0,0000	0,0000	913,5445	27/04/2026	0,00	639,48	140,18	645,69	0,000000	670,0000	0,0000	0,0000	GO	O2 - ARQUITETURA E REPRESENTACOES LTDA	22/05/2020	REVENDA DE MÓVEIS CORPORATIVO
09/03/2026	4615	IMART COMERCIO DE EQUIPAMENTOS PARA VAREJO E ESCRITORIOS LTDA	300013.0005	FLOREIRA CLASSICA 570 CT CZ HIDROREP.	302	CLASSICA	3,0000	0,0000	0,0000	623,1500	27/04/2026	0,00	130,86	28,69	132,13	0,000000	66,0919	0,0000	221,2550	GO	O2 - ARQUITETURA E REPRESENTACOES LTDA	22/05/2020	REVENDA DE MÓVEIS CORPORATIVO
09/03/2026	4615	IMART COMERCIO DE EQUIPAMENTOS PARA VAREJO E ESCRITORIOS LTDA	300110.0003	BANCO STONE G CT CZ HIDROR	301	STONE	5,0000	0,0000	0,0000	2501,4055	27/04/2026	0,00	875,49	191,92	884,00	0,000000	1145,6144	0,0000	290,3000	GO	O2 - ARQUITETURA E REPRESENTACOES LTDA	22/05/2020	REVENDA DE MÓVEIS CORPORATIVO
09/03/2026	4615	IMART COMERCIO DE EQUIPAMENTOS PARA VAREJO E ESCRITORIOS LTDA	300125.0001	BANCO STONE M CT CZ HIDROR	301	STONE	5,0000	0,0000	0,0000	2162,0445	27/04/2026	0,00	756,72	165,88	764,07	0,000000	861,2684	0,0000	233,7400	GO	O2 - ARQUITETURA E REPRESENTACOES LTDA	22/05/2020	REVENDA DE MÓVEIS CORPORATIVO
09/03/2026	4615	IMART COMERCIO DE EQUIPAMENTOS PARA VAREJO E ESCRITORIOS LTDA	300131.0002	FLOREIRA ONDA FC CT CZ HIDROR	302	ONDA	2,0000	0,0000	0,0000	1577,8785	27/04/2026	0,00	220,90	48,43	223,05	0,000000	821,9466	0,0000	234,2600	GO	O2 - ARQUITETURA E REPRESENTACOES LTDA	22/05/2020	REVENDA DE MÓVEIS CORPORATIVO
09/03/2026	4615	IMART COMERCIO DE EQUIPAMENTOS PARA VAREJO E ESCRITORIOS LTDA	300127.0009	BANCO ONDA B MAD REFL CASTA DECK CT CZ HIDROR	301	ONDA	5,0000	0,0000	0,0000	2805,1540	27/04/2026	0,00	981,80	215,23	991,34	0,000000	1420,3117	0,0000	186,0900	GO	O2 - ARQUITETURA E REPRESENTACOES LTDA	22/05/2020	REVENDA DE MÓVEIS CORPORATIVO
09/03/2026	4615	IMART COMERCIO DE EQUIPAMENTOS PARA VAREJO E ESCRITORIOS LTDA	300128.0003	BANCO ONDA A CT CZ HIDROR	301	ONDA	3,0000	0,0000	0,0000	1676,3780	27/04/2026	0,00	352,04	77,17	355,46	0,000000	831,7843	0,0000	186,0900	GO	O2 - ARQUITETURA E REPRESENTACOES LTDA	22/05/2020	REVENDA DE MÓVEIS CORPORATIVO
09/03/2026	4614	CONDOMINIO EDIFICIO ARON BIRMANN	200118.0001	ASSENTO ENCOSTO BANCO 2DWS (501537) MAD NOB CASTA DECK	201	ONDA	1,0000	0,0000	1,0000	2783,9164	08/04/2026	0,00	344,93	40,24	185,36	0,000000	921,9900	0,0000	0,0000	SP	METALCO DO BRASIL LTDA	03/05/2024	CONDOMÍNIOS/ASSOCIAÇŐES/CLUBES
09/03/2026	4616	CONZATTI ENGENHARIA LTDA	300121.0009	LIXEIRA DOHA SEM TAMPA CZ 9007 FM CT CZ HIDROR	305	DOHA	38,0000	0,0000	38,0000	1680,3524	23/03/2026	0,00	10855,08	874,47	4027,87	0,000000	335,3505	0,0000	137,5600	RS	VENDEDOR INTERNO - 3	17/02/2026	CONSTRUTORAS/INCORPORADORAS
10/03/2026	4617	IMPORTADORA Y COMERCIALIZADORA BROWN S.A.	500955	BANCO CHILE 400	112	ITENS ESPECIAIS	1,0000	0,0000	1,0000	1175,0100	07/09/2026	0,00	0,00	0,00	0,00	0,000000	1034,0100	0,0000	0,0000	CHL	VENDEDOR INTERNO - 3	10/03/2026	
10/03/2026	4617	IMPORTADORA Y COMERCIALIZADORA BROWN S.A.	500956	BANCO COM FLOREIRA CHILE 1400	112	ITENS ESPECIAIS	1,0000	0,0000	1,0000	3451,6000	07/09/2026	0,00	0,00	0,00	0,00	0,000000	3037,4000	0,0000	0,0000	CHL	VENDEDOR INTERNO - 3	10/03/2026	
11/03/2026	4619	OMP DO BRASIL	500209	BASE DE CONCRETO CINZA GECKO	307	PISO	1,0000	0,0000	1,0000	101,6080	17/03/2026	0,00	12,19	1,48	6,80	0,000000	37,5198	0,0000	44,0700	RS	METALCO DO BRASIL LTDA	23/11/2015	INDUSTRIA DE MÓVEIS CORPORATIV
11/03/2026	4620	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	300054.0029	BANCO DIAMANTE MODULAR - LEGNO ASSENTO DUPLO CT BC VERNIZ PE C GR 7016	301	DIAMANTE	10,0000	0,0000	8,0000	16000,0000	24/04/2026	24140,00	11200,00	2026,20	9332,80	0,000000	2645,0903	0,0000	216,5500	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
11/03/2026	4620	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	300066.0015	BANCO DEMETRA 1800 POWER LIGHT CT BC VERNIZ C/SIST ILUM C/USB	301	DEMETRA	5,0000	0,0000	3,0000	5048,0000	24/04/2026	3808,09	1766,80	319,63	1472,25	0,000000	1515,6772	0,0000	291,0000	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
11/03/2026	4620	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	300002.0027	BANCO DIAMANTE CURVO CT BC VERNIZ PE C GR R7016 FOSC MICR	301	DIAMANTE	12,0000	0,0000	10,0000	6500,0000	24/04/2026	11768,25	5460,00	987,77	4549,74	0,000000	1847,8028	0,0000	218,8250	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
11/03/2026	4620	FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO	300136.0002	BANCO ONDA D COM USB CT BC VERNIZ	301	ONDA	1,0000	0,0000	1,0000	8000,0000	24/04/2026	1207,00	560,00	101,31	466,64	0,000000	1233,5267	0,0000	159,6300	AL	ESCRITEC COMERCIO E SERVICOS LTDA	19/11/2024	ORGAO PUBLICO MUNICIPAL
11/03/2026	4622	CAPINAMES PRESTADORA DE SERVICOS LTDA	100030.0081	LIXEIRA BRAVO DUPLA PARAF. PR 9005 FM VD 6005 FM CST 1 LISO CST 2 LISO	102	BRAVO	2,0000	0,0000	0,0000	2519,8178	23/04/2026	0,00	899,58	68,31	314,64	0,000000	656,1000	0,0000	0,0000	RS	VENDEDOR INTERNO - 3	11/03/2026	CONSTRUTORAS/INCORPORADORAS
11/03/2026	4622	CAPINAMES PRESTADORA DE SERVICOS LTDA	300175.0002	BANCO SARAH B CT CZ VERNIZ	301	SARAH	6,0000	0,0000	0,0000	3403,8090	23/04/2026	0,00	3471,88	279,69	1288,27	0,000000	570,7080	0,0000	353,1100	RS	VENDEDOR INTERNO - 3	11/03/2026	CONSTRUTORAS/INCORPORADORAS
12/03/2026	4623	PG12 EMPREENDIMENTO IMOBILIARIO LTDA	300010.0024	BANCO SARAH CT CZ VERNIZ	301	SARAH	1,0000	0,0000	0,0000	2240,9170	05/05/2026	0,00	268,91	32,54	149,87	0,000000	408,4009	0,0000	208,2600	SP	VENDEDOR INTERNO - 5	12/03/2026	CONSTRUTORAS/INCORPORADORAS
13/03/2026	4625	OMP DO BRASIL	900084	ETIQUETA DE ALUMINIO METALCO 60 X 12 MM	9105	COMPRAS	600,0000	0,0000	600,0000	2,4971	09/09/2026	0,00	179,79	21,75	100,20	2,401400	0,0000	0,0000	0,0000	RS	METALCO DO BRASIL LTDA	23/11/2015	INDUSTRIA DE MÓVEIS CORPORATIV
13/03/2026	4625	OMP DO BRASIL	900420	ETIQUETA ADESIVA METALCO REDONDA 36MM	9105	COMPRAS	250,0000	0,0000	250,0000	2,8475	09/09/2026	0,00	85,43	10,34	47,61	2,377000	0,0000	0,0000	0,0000	RS	METALCO DO BRASIL LTDA	23/11/2015	INDUSTRIA DE MÓVEIS CORPORATIV
13/03/2026	4627	PREFEITURA MUNICIPAL DE PRAIA GRANDE / SP	100011.0022	BEBEDOURO FUENTE GR R7016 FOSC MICR C/FILTRO	109	FUENTE	2,0000	0,0000	2,0000	3533,3333	07/04/2026	542,93	890,40	92,95	428,13	0,000000	1389,9400	0,0000	0,0000	SP	METALCO DO BRASIL LTDA	08/02/2022	ORGAO PUBLICO MUNICIPAL
13/03/2026	4627	PREFEITURA MUNICIPAL DE PRAIA GRANDE / SP	100193.0014	BEBEDOURO FLUENTE PET GR R7016 FOSC MICR C/FILTRO	109	FUENTE	1,0000	0,0000	1,0000	4725,7142	07/04/2026	363,07	595,44	62,16	286,31	0,000000	1326,6000	0,0000	0,0000	SP	METALCO DO BRASIL LTDA	08/02/2022	ORGAO PUBLICO MUNICIPAL
16/03/2026	4629	PREFEITURA MUNICIPAL DE PRAIA GRANDE / SP	100193.0014	BEBEDOURO FLUENTE PET GR R7016 FOSC MICR C/FILTRO	109	FUENTE	1,0000	0,0000	1,0000	4725,7142	07/04/2026	363,07	595,44	62,16	286,31	0,000000	1326,6000	0,0000	0,0000	SP	METALCO DO BRASIL LTDA	08/02/2022	ORGAO PUBLICO MUNICIPAL
16/03/2026	4628	PREFEITURA MUNICIPAL DE PRAIA GRANDE / SP	100193.0014	BEBEDOURO FLUENTE PET GR R7016 FOSC MICR C/FILTRO	109	FUENTE	1,0000	0,0000	1,0000	4725,7142	07/04/2026	363,07	595,44	62,16	286,31	0,000000	1326,6000	0,0000	0,0000	SP	METALCO DO BRASIL LTDA	08/02/2022	ORGAO PUBLICO MUNICIPAL
16/03/2026	4629	PREFEITURA MUNICIPAL DE PRAIA GRANDE / SP	100011.0022	BEBEDOURO FUENTE GR R7016 FOSC MICR C/FILTRO	109	FUENTE	1,0000	0,0000	1,0000	3533,3333	07/04/2026	271,46	445,20	46,48	214,07	0,000000	1389,9400	0,0000	0,0000	SP	METALCO DO BRASIL LTDA	08/02/2022	ORGAO PUBLICO MUNICIPAL
16/03/2026	4630	CONDOMINIO VENTURA CORPORATE TOWERS	100157.0005	LIXEIRA BOX SOLID B - 100 L GR R7016 FOSC MICR GR R7016 FOSC MICR	102	BOX	1,0000	0,0000	0,0000	3141,9080	27/04/2026	348,51	395,88	38,33	176,55	0,000000	7,9456	0,0000	0,0000	RJ	METALCO DO BRASIL LTDA	09/07/2025	CONDOMÍNIOS/ASSOCIAÇŐES/CLUBES
16/03/2026	4631	CONSTRUTORA AVILA LTDA	300003.0189	BANCO MALY CINZA VERNIZ PRETO R9005 FLORES DA CUNHA	301	MALY	23,0000	0,0000	0,0000	2063,7120	29/04/2026	0,00	8069,11	650,04	2994,12	0,000000	475,0923	0,0000	127,0750	RS	HUBB SERVICOS DE INSTALACOES E MONTAGENS LTDA	16/03/2026	CONSTRUTORAS/INCORPORADORAS
16/03/2026	4631	CONSTRUTORA AVILA LTDA	100030.0057	LIXEIRA BRAVO DUPLA PARAF. PR 9005 FM PR 9005 FM CST 1 LISO CST 2 LISO	102	BRAVO	9,0000	0,0000	0,0000	2490,1716	29/04/2026	0,00	4000,46	303,78	1399,24	0,000000	847,6100	0,0000	0,0000	RS	HUBB SERVICOS DE INSTALACOES E MONTAGENS LTDA	16/03/2026	CONSTRUTORAS/INCORPORADORAS
17/03/2026	4632	ALDORI CONSTRUCOES LTDA	100158.0009	LIXEIRA SPENCER RETANGULAR GR R7016 FOSC MICR	102	SPENCER	4,0000	0,0000	0,0000	1334,9025	29/04/2026	0,00	953,12	72,38	333,37	0,000000	0,0000	0,0000	0,0000	RS	HUBB SERVICOS DE INSTALACOES E MONTAGENS LTDA	17/03/2026	CONSTRUTORAS/INCORPORADORAS
17/03/2026	4632	ALDORI CONSTRUCOES LTDA	300096.0005	BANCO VENEZIA 1900 MM CT CZ VERNIZ	301	VENEZIA	3,0000	0,0000	0,0000	1000,0758	29/04/2026	0,00	510,04	41,09	189,25	0,000000	207,6771	0,0000	206,8000	RS	HUBB SERVICOS DE INSTALACOES E MONTAGENS LTDA	17/03/2026	CONSTRUTORAS/INCORPORADORAS
19/03/2026	4638	ASSOCIACAO DO COMERCIO, INDUSTRIA E SERVICOS DE CARLOS BARBOSA	100017.0012	BANCO LIBRE PLANO ACO CORTEIN PE FX CZ R7001 FOSC MICR	101	LIBRE	2,0000	0,0000	0,0000	4239,8127	06/05/2026	0,00	1488,39	115,36	531,33	0,000000	0,0000	0,0000	0,0000	RS	HUBB SERVICOS DE INSTALACOES E MONTAGENS LTDA	19/03/2026	CONDOMÍNIOS/ASSOCIAÇŐES/CLUBES
19/03/2026	4638	ASSOCIACAO DO COMERCIO, INDUSTRIA E SERVICOS DE CARLOS BARBOSA	100028.0015	BANCO LIBRE SETOR CONVEXO ACO CORTEIN PE FX CZ R7001 FOSC MICR	101	LIBRE	2,0000	0,0000	0,0000	15153,7700	06/05/2026	0,00	5319,73	412,30	1899,07	0,000000	0,0000	0,0000	0,0000	RS	HUBB SERVICOS DE INSTALACOES E MONTAGENS LTDA	19/03/2026	CONDOMÍNIOS/ASSOCIAÇŐES/CLUBES
19/03/2026	4638	ASSOCIACAO DO COMERCIO, INDUSTRIA E SERVICOS DE CARLOS BARBOSA	100028.0014	BANCO LIBRE SETOR CONCAVO ACO CORTEIN PE FX CZ R7001 FOSC MICR	101	LIBRE	2,0000	0,0000	0,0000	15153,7700	06/05/2026	0,00	5319,73	412,30	1899,07	0,000000	0,0000	0,0000	0,0000	RS	HUBB SERVICOS DE INSTALACOES E MONTAGENS LTDA	19/03/2026	CONDOMÍNIOS/ASSOCIAÇŐES/CLUBES
19/03/2026	4638	ASSOCIACAO DO COMERCIO, INDUSTRIA E SERVICOS DE CARLOS BARBOSA	100022.0010	BANCO LIBRE HALF ESQ ACO CORTEIN PE FX CZ R7001 FOSC MICR	101	LIBRE	2,0000	0,0000	0,0000	8736,0500	06/05/2026	0,00	3066,79	237,69	1094,80	0,000000	0,0000	0,0000	0,0000	RS	HUBB SERVICOS DE INSTALACOES E MONTAGENS LTDA	19/03/2026	CONDOMÍNIOS/ASSOCIAÇŐES/CLUBES
19/03/2026	4638	ASSOCIACAO DO COMERCIO, INDUSTRIA E SERVICOS DE CARLOS BARBOSA	100021.0013	BANCO LIBRE HALF DIR ACO CORTEIN PE FX CZ R7001 FOSC MICR	101	LIBRE	2,0000	0,0000	0,0000	8736,0500	06/05/2026	0,00	3066,79	237,69	1094,80	0,000000	0,0000	0,0000	0,0000	RS	HUBB SERVICOS DE INSTALACOES E MONTAGENS LTDA	19/03/2026	CONDOMÍNIOS/ASSOCIAÇŐES/CLUBES
20/03/2026	4640	LEGNA REPRESENTACAO COMERCIAL LTDA	300006.0019	BALIZADOR BOLA CT CZ HIDROR C/ FIX C/EMB	303	BOLA	2,0000	0,0000	0,0000	334,9780	22/04/2026	0,00	46,90	10,28	47,35	0,000000	84,0169	0,0000	49,5000	PE	LEGNA REPRESENTACAO COMERCIAL LTDA	11/08/2023	DISTRIBUIDOR AUTORIZADO BLACK
20/03/2026	4640	LEGNA REPRESENTACAO COMERCIAL LTDA	300106.0011	BANCO VENEZIA C - ASSENTO DUPLO CT CZ HIDROR MAD REFL CASTA DECK C/EMB	301	VENEZIA	1,0000	0,0000	0,0000	1811,9913	22/04/2026	0,00	126,84	27,80	128,07	0,000000	658,2577	0,0000	194,3000	PE	LEGNA REPRESENTACAO COMERCIAL LTDA	11/08/2023	DISTRIBUIDOR AUTORIZADO BLACK
